¿En cuál vas?,ID,Comentario,Gobierno,Oposición,Posible Contradicción
6001,4465,Besos chumibebé,0,1,
6002,3294,"SI LA PROPONEN , QUE LASTIMA DE OPOSICIÓN SI NO TIENEN UN CANDIDATO DIGNO ! DE LA 4T.",1,0,
6003,6756,¿Como se dice Los Fabulosos Cadillacs en argentino?,0,0,  
6004,3612,Con la claudia se van a poner las cosas más feas en todos sentidos,0,0,
6005,6120,Si es un señor!!!...es igual de agresivo decirle señora a un señor!!!,0,0,
6006,4943,Porque sera que cuando llegan actriunfar luego la cagan deberian seguir luchando para seguir con exito sus carreras les dura muy poco la humildad,0,0,
6007,241,"¡Ay, Quadri! Qué puñetota mental.Sí, el resultado demuestra que, la alianza del Prian, puede derrotar a Morena en 2024 porque perdió la elección en el EdoMex.Y luego se pregunta la oposición por qué, de todas, pierden casi todas...",1,-1,
6008,7958,Perro no come perro,0,0,
6009,7725,"Como siempre, geniales!!!!",0,0,
6010,438,"Felicitaciones a Carlos y Brozo!!! Cada día más cerca el ocaso del clan Morena. Un gusto ver caer la soberbia del presidente chafita y su cartel. De todos,  ninguno es capaz. Todos son una copia mala del peor de todos. 2024 se acerca y adiós a este pésimo gobierno. Aplauso para ustedes que hacen amena la caída. Geniales!!!",0,1,
6011,3224,"Tienes razón Campe, al final de cuentas todos vamos a votar por el que quede de morena.🇲🇽",1,0,
6012,14,"VOTO MASIVO A MORENA, PT Y VERDE,EN EL SENADO , DIPUTADOS, ALCALDÍAS Y CDMX, PARA TENER MAYORÍA, VIVA MÉXICO Y AMLO 🇲🇽🇲🇽🇲🇽🇲🇽 Y SEGUIR CON LA 4T TRANSPORTACIÓN",1,0,
6013,3762,Hacer pillamadas a otra parteEs un honor estar con obrador!,1,0,
6014,4970,Samuel García por eso los empresarios te pusieron en la silla de la gobernatura de Nvo.Leon para que respondieras a esos intereses extranjeros,0,-1,
6015,5192,"EL PASADO,  EL PASADO  SIEMPRE SIEMPRE TIENE LA CULPA.....HASTA EN LAS TESIS DE LA ""MINISTRA"", A QUE TERRIBLE PASADO",0,0,
6016,4525,"Igual que actúa toda la TV subvencionada contra la verdadera oposición política en España. Así están actuando aquí, cometen un delito de odio y segregación contra los que señalan como odiadores de minorias y de paso les cuelgan etiquetas como: machistas, homofóbicos, racistas, xenófobos. El problema se hace mas grande cuando replican otros medios únicamente una parte de la discusión, pero en esta se evidencia LA CARENCIA DE LO QUE PRESUME el ""comunicador"".",0,0,
6017,402,"Claro que sí Sr, Presidente, Los millones de Mexicanos ( me incluyo junto con mi Familia),que estamos con Ud, al 100 ,en las Duras y en las Maduras ( yo desde 2002) que hizo legalen su Mandato, Las Pensiones para adultos Mayores en la Cd, de México....
Desde Entonces,lo sigo, lo apoyo,lo respeto,lo Admiro y lo reconozco cómo uno de Los másgrandes Gobernantes que ha dado Nuestro País,nuestro ** México Lindo y Querido**..
Saludos desde el Edo Méx..",1,0,
6018,3132,"Hola Carlos y Brozo, muy bueno y cierto le quedó como anillo al dedo,   ""Mamarracho Alfa"" saludos",0,1,
6019,2221,Los medios de comunicación y aquí en las redes sociales se la han estado pasando exactamente todo lo que hacen los de morena en estos días yo creo que todos están cayendo otra vez en la telaraña que le gusta a morena publicidad gratuita sin esfuerzo todos hablan de lo que están haciendo y eso para ellos es bueno,0,0,
6020,1008,"El presidente dice, vean a quien respeto, a  quien apapacho, a quien quiero y a quien le regaló el dinero de todos los mexicanos y los mexicanos que se aguanten sin medicamentos, sin educación, sin seguridad.Y que se conformen con un par de zapatos, aunque estén sin suelas.",-1,0,
6021,5772,"Sigo a Pato Zambrano y me doy cuenta como tienen a Monterrey,Colosio ySamuel García",0,0,
6022,6949,Eso del disfraz a domicilio estuvo grandioso!,0,0,
6023,7982,Cómico involuntario,0,0,
6024,7607,Exijamos elecciones austeras!,0,0,
6025,5030,¿Y QUÉ PASO CON LOS RESULTADOS DE LA INVESTIGACIÓN POR RECIBIR RECURSOS DE PROCEDENCIA ILÍCITA PARA FINANCIAR SU CAMPAÑA A GOBERNADOR?,0,0,
6026,418,"Como siempre excelente programa de ambos y Latinus, las distracciones del gobierno para no hablar de lo que pasa realmente lo vemos todos los dias en los productos de primera necesidad que suben, de una economía que se cae a pedazos y una violencia jamás vista. Y deseo con el favor de Dios que las personas mediten a la hora de votar en el 2024. Me gusto ese hastag: #mamarrachosalfa.",0,0,
6027,7100,No se puede pedir mas !!!!   Fantasticos .,0,0,
6028,6240,Lo triste del Edo Mex es que sus dos opciones estaban de la verga,0,0,
6029,5244,Esta sra solo quiere reflectores todos los que sabemos de historia moderna sabemos quién esejor que no le busque,0,0,
6030,7842,Que traigan a Manu Chao,0,0,
6031,6548,Saludos waldo Fernández hombre honesto y de convicciones,0,0,
6032,7575,Jajajaja es una broma verdad .,0,0,
6033,8193,Pura basca,0,0,
6034,8037,Go go go go go go,0,0,
6035,2195,"Claramente, ""discurso de odio"" es todo aquel que se sale de la ideología política de estos ""periodistas"" cada vez más imparciales. Basta ver el video completo para darse cuenta del sesgo ideológico tan marcado del presentador. Si tienes a todas las instituciones y a los medios de comunicación de tu lado, entonces eres parte del status quo, no del de los oprimidos.",0,0,
6036,1697,Exactamente mientras continúe morena el país será transformado y reconocido mundialmente,0,0,
6037,3964,Solo así pueden recibir chayote pobre prianistas,0,-1,
6038,6116,Jajaja le dijo señor  pues si es señor nomas que disfrazado de payaso,0,0,
6039,1708,"Que ya se larguen, de una vez... El pri ha sido la desgracia de México por muchos años",0,0,
6040,3070,Tipazo un honor  escucharlo si a 1/4 de los políticos fueran como este hombre seriamos primermundistas,0,0,
6041,1580,Ese Quadri es descendiente de los que fueron a traer a Maximiliano. Sabrá del cerro de las campanas?,0,0,
6042,2110,Ya la contagió el presidente AMLO,0,0,
6043,770,Mi apoyo a AMLO y a la mejor persona que dirigirá a nuestro país: la Dra. Claudia Sheinbaum Pardo,1,0,
6044,7592,sigue soñando ahí te quedarás,0,0,
6045,1672,"será, que se quiere aliar a Morena....??? ó qué tendrá...???, ahora si que no Quadri...!!!",0,0,
6046,6803,Gracias por el excelente programa que nos brindan,0,0,
6047,8150,Se vale soña,0,0,
6048,6380,"Se equivocó de botella de agua, agarró la de jelipe (bachoco)",0,0,
6049,3556,Quadri se parece al profesor Memelosky pero en versión mala y funesta,0,0,
6050,1501,no es nuestro PRESIDENTE. somos nosotros el pueblo los que no te queremos ver en la .mañanera que no entiendes.,0,0,
6051,3279,Un presidente con mucho criterio personal   y experiencia política interior y exterior,0,0,
6052,4173,El próximo presidente de la República,0,0,
6053,4883,"excelente Entevista y falta que se investigue en que i fluyen Adrian de la Garza ex Alcalde y fiscal de NL y Cienfuegos , que son personajes obscuros en NL",0,0,
6054,5167,"Es increíble como cada nuevo capítulo supera al anterior, nos sorprenden y el final siempre es inesperado. FELICIDADES!",0,0,
6055,3724,Hay personas que con sus acciones hablan más que mil palabras,0,0,
6056,1654,"Se debe descartar del PRI  no solo de candidato, sabe que ni en su partido votarian  por él.",0,-1,
6057,5577,Está señora da pena ajena.... Que dejé de estar de ambiciosa!!!ya le gusto vivir robando!!!,0,0,
6058,1493,Y aún así hay gente que apoya  al PAN. Cómo permiten que hable está señora a nombre de su partido que vergüenza.,0,-1,
6059,2839,"Cuando entenderán que las disculpas no se ofrecen, se piden! Ejemplo: ""Le pido a la diputada que ofendí, que me disculpe""",0,0,
6060,8027,Salu2 campe animo,0,0,
6061,5778,Samuel ke te paso antes estabas bonito te corrieron sin aceite y con el freno pusto,0,0,
6062,2415,Excelente información como siempre señor Presidente cuidese mucho y que Dios lo bendiga siempre y le de Mucha Salud y lo llene de bendiciones siempre.  Saludos cordiales desde Los Angeles California.,0,0,
6063,6679,Con solo ver sus caras basta para saber lo que son...,0,0,
6064,1196,Buenos dias señor PRESIDENTE ANDRES MANUEL LÓPEZ OBRADOR que tenga un excelente dia maravilloso bello fenomenal lleno de bendiciones en compañia de toda su familia hermosa bella ️,1,0,
6065,4642,Canpechaneando soy un fanático de tu página mi pregunta es la siguiente que información nos puedes dar a todos tus seguidores sobre los tratados de bucareli que yo se que se vencen.este año te agradecería una respuesta grasias,1,0,
6066,755,AL MILLÓN CON ANDRES MANUEL LÓPEZ OBRADOR Y LA 4 TRANSFORMACIÓN  FUERA A TODOS LOS TRAIDORES A LA NACIÓN,1,0,
6067,3120,"En un futuro pondran la estatua de Kim, en lugar de la de Cuitlahuac.
Excelente episodio.  LatinUs",0,1,
6068,7247,"Que buen pulso, felicidades de verdad.",0,0,
6069,3562,“Recuperemos el territorio perdido un show a la vez” hahaha TQM Chums,0,1,
6070,4033,"La verdad Chumel, tienes toda la razón...!!!",0,1,
6071,358,Lo  mejor que le pudo pasar a los  Mexicanos es alito moreno al mejor en sepultar al PRI,0,-1,
6072,2484,"No es posible ya el engaño de los medios. Cuando hay un buen gobierno que sirve al pueblo y se le ataca por eso, obviamente nuestra solidaridad y respaldo al Presidente es total.",1,0,
6073,6747,"jajajajajajaja, la intro es una joya! ¡FELICIDADES!",0,0,
6074,1180,¡OJO! ¡SEGÚN EL PRINCIPIO ACTIVO DE LA LENGUA ESPAÑOLA EL QUE PRESIDE ES PRESIDENTE NO PRESIDENTA COMO EL QUE DIRIGE ES DIRIGENTE NO DIRIGENTA PUES! ¡OJO CON LAS REGLAS DE LA GRAMÁTICA!,0,0,
6075,2720,Deberían de entrevistar a gente a su modo que conteste lo que ELLOS quieren escucharAquí en MÉXICO aún tenemosLIBERTAD DE EXPRESIÓN ️🇲🇽️,0,0,
6076,6001,"Es logico que llegue más luz, por los aires acondicionados que se prenden.",0,0,
6077,7734,Jajajaja ya cállese señora,0,0,
6078,5829,Pato Zambrano para Gober el si va andar en chinga está más fogeado que Samuelin..,0,0,
6079,1223,"QUE EXCELENTE QUERIDOS BROZO Y LORET. TODO CLARISIMO. ME ENCANTO EL AULA DEL ADOCTRINAMIENTO. JAJAJA. SALUDOS DESDE QUERETARO,  ¡¡¡¡¡  ES UN HONOR ESTAR CON DOBLADOR  !!!!!",0,1,
6080,2795,"Gracias por ese trabajo! Siempre es buena y sera siendo buena la crítica, de una depende si la hace constructiva o destructiva",0,0,
6081,1792,Deberás que está gente está demente pobrecita Xóchitl Gálvez que siga soñando,0,-1,
6082,7767,¡Presente! Campechaniando,1,0,
6083,1093,"TODOS SOMOS ALITOOOOO!! QUE SIGA AL FRENTE DEL PRI HASTA QUE CUMPLA SU PARTE, AYUDAR A ACABAR CON EL PRI A CAMBIO DE SU LIBERTAD . SU EXPEDIENTE ESTA BIEN CHOCHO ,  Y DE MEKO CORTEZ NI PARA QUE MOLESTARSE.  ES NADIE.",0,-1,
6084,5283,Claro que  serán chayoteras por eso porque la gente honrada honesta trabajadora y humilde. Estamos con Noroña,1,0,
6085,8149,Es una genio,0,0,
6086,7249,No doné pero vi completos los anuncios,0,0,
6087,5012,"EXCELENTE! EL MAESTRO PACO CRUZ, CATEDRA DE PERIODISMO EL TIEMPO SE HACE CORTO CON TAN BUENA INFORMACIÓN, DIOS LO BENDIGA  CUIDESE MUCHO",0,0,
6088,2499,Esta en lo correcto Quadri la verdad el presupuesto que se le da a estos estados deberían ser  para otra cosaCon todo respeto esos Estados no aportan nada salvo dar problemas,0,0,
6089,1397,Como panista estoy indignado con Xóchitl. Si no tiene dinero para acarrear o quiere buscar votos de macuspanos mejor que se largué,0,-1,
6090,6134,Otros seis años de justificación para no hacer nada igual wue el prje,0,0,
6091,5428,Excelente!! Siempre tan chidos!!Me hacen reír mucho ante tanta verdad pero es como lo expresan ️ ByL,0,0,
6092,5615,"Este tipo, vive en las nubes, no conocen las necesidades del pueblo, él es la demagogia...",0,0,
6093,6194,"Mientras más los veo, más los amo, más los admiro. Excelente video.",0,0,
6094,2538,Yo solo se que es una vergüenza que muchas inversiones en nuevo león y los caminos son una lastima es de lo que carece México entero las carreteras pésimas condiciones,0,0,
6095,731,EXCELENTE Día a todos y Exelente nuestro presidente Andrés Manuel López Obrador el pueblo Mexicano está contigo,1,0,
6096,3390,"Estamos jodidos, pero  gracia a ti por lo menos me puedo reír un poco, Chumibebé",0,1,
6097,2187,"Más que nunca, reír para no llorar, que momentos tan difíciles en el país y eso que me toco ver el levantamiento del EZLN, el asesinato de un cardenal, un secretario de gobernación y un candidato a la presidencia,además de una crisis brutal. Entonces creíamos que no podríamos estar peor y por desgracia Andrés nos demostró lo bajo y retrógrada que el país puede llegar a ser gobernado.",-1,0,
6098,6475,"TIENES RAZÓN MI CAMPE, HAY QUE FORMAR UNIDAD. Y FORTALEZA.",1,0,
6099,4422,Fuera PRIAN siempre,0,-1,
6100,7735,Muchos no miran mas alla.,0,0,
6101,1521,Qué viva AMLO nuestro presidente el mejor que hemos tenido gracias por todo Sr. que Dios lo bendiga siempre .,1,0,
6102,6367,"Ni siquiera le hace el acento a este tipo, a ella sí le sale.",0,0,
6103,2755,La desgracia es para todos los políticos corruptos que ahora sí van a tener que pagar con su dinero los impuestos y todos sus lujos,0,0,
6104,2382,"En esta ocasión estoy con el señor Quadri. Para CNN es más facil censurar que debatir y quizá ganar con habilidad ideas contrariasPero no, en la cultura del odio y la cancelación, tu eres el del discurso de odio.",0,0,
6105,7313,Si le saca el miedo no anda en burro,0,0,
6106,5139,Hasta pena da El Universal con su título. Debería ser: Conductor de CNN no permite libre expresión de ideas en entrevista.,0,0,
6107,7429,Ese no es acento británico jajaja,0,0,
6108,3342,Jajaja a que Quadri se me hace que hasta en su casa y familiares lo han de correr.,0,-1,
6109,5631,"Felicidades, los amo, y a seguirle adelante con toda la actitud, son ustedes los mejores.",0,0,
6110,5207,Literalmente sentí pena ajena con Lady fotocopias. Qué cara dura no puedo.  Cómo se puede tener tan poca vergüenza.,0,0,
6111,6017,"Pobre loco, por este tipo estaría bien que reconstruyeran ""La Castañeda"".",0,0,
6112,5554,"Caballeros, sus audios se escuchan muy bajo, revísenlo, muchas gracias y que sigan los éxitos",0,0,
6113,1097,"I am not a chairo but of course I speak better English than this guy,  and my support is total for Mr. President Lopez Obrador who does not make a fool of himself trying to pretend that he speaks English correctly.",1,0,
6114,514,A difundir a correr la voz con vecinos familiares amistades y amigos q noroña es la mejor propuesta para defender la 4t con corazón duro y mano dura contra la derecha y los extranjeros noroña es el sucesor d amlo el mejor candidato,1,0,
6115,2122,Saludos señor presidente AMLO,1,0,
6116,5229,"Por favor desen una vuelta por los hospitales del IMSS SSA BIENESTAR  sin medicamentos,agua ni aire acondicionado",0,0,
6117,3187,La señora se quiere dar la imagen de intelectual mexicana hay señora le falta mucho para eso,0,0,
6118,6183,Esta más vivo que nunca y ganará para el 24 todo está dicho señores,0,0,
6119,6288,"3:07 Se lobró SIRROÑA, que Sest le hablara PARA HACER LAS PACES.",0,0,
6120,8189,Guidicula!,0,0,
6121,6306,Pobre nuevo León tan lejos de dios y tan cerca de samuel García,0,0,
6122,6181,Jajajajajajajajajajajajajajajajajaja noooooooooooo Yakult Polevsky!,0,0,
6123,4696,"Que cifra de muertos por Covid te parece estadísticamente razonable? La compararias con la cifra de Pakistan, Indonesia, Argentina o Colombia? Por que elegi estos 4 paises para rjemplo de la pregunta?",0,0,
6124,6156,Pero….cómo ganó esa elección?? Demasiado acento para justificar…que?,0,0,
6125,622,"Apoyo total para usted señor presidente Manuel López Obrador por su enseñanza de la historia de México y por mantenernos informados de lo que sucede ahí, gracias ️",1,0,
6126,6172,Waldo sera el próximo gobernador de nuevo león es una buena persona,0,0,
6127,4261,Dice López ObradorSi le saco....,1,0,
6128,7796,Me encantan máquina 501!,0,0,
6129,8179,Jajajajaja,0,0,
6130,419,"Y el merolico puso a la guajo a chutarse todos los discursos priistas del pasado.Pa agarrar aquel tonito pausado, elocuente y de terminaciones arrastradas.
Que tiempos aquellos en el que el PRI si robaba, hasta la camara de televisa.Si esos tiempos, en el merolico andaba de resbaloso con los grandes del partido pidiendo, como Noroña, una oportunidA pa' brillar.Recordar es vivir.",0,0,
6131,5275,"Campe, nunca dejes de poner en tu presentación el vídeo de el Lic.Andres MLO y el de la doctora... gracias....",1,0,
6132,4795,Las normas oficiales vienen normadas para el bien actuar...pero casualmente quieren borrar las que involucran a ellos como negligentes. Así sector salud se evitara demandas,0,0,
6133,5043,No importa que clase de Ingles hable aqui lo que importa es que te sepas expresar y que le entiendas a los demas que es lo que cuenta,0,0,
6134,3250,"Hasta Loret esta aprendiendo a alburear!!Qué cierto es eso de ""el que con lobos anda...""",0,0,
6135,5096,"Chale... cuando veo a esos chúntaros de gobernantes, me pregunto, ¿por qué hay tanta gente que estudió mucho y tiene tan poco?",0,0,
6136,5089,Supongo que debe haber ido a escuelas bilingues y le hubiera quedado hablar inglés y por lo güerito pasaría por inglés o gringo,0,0,
6137,7723,No queremos más corrupción,0,0,
6138,6780,"Triple aguinaldo
Yo también quiero vivir ese sueño",0,0,
6139,59,saludos campe  jamaa e entendido porque  tenemos que mantener a tanto partido en mexico sobre todo pri pan prd que nomas quieren estar fregando a mexico no al presidente a mexico y encima les pagamos para eso para que nos esten pensando en chngarnos cada rato,1,0,
6140,3431,Samuel García es el único de oposición que tiene pantalones y criterio propio,0,1,
6141,219,"Ahí estaremos para festejar la transformación de nuestro amado México mi señor Presidente AMLO  con alegría y entusiasmo, Dios lo bendiga hoy y siempre también a su hermosa familia y a todos los que con honestidad y compromiso, trabajan para lograr la profundidad de éste cambio verdadero",1,0,
6142,4574,"Dice que quiere disminuir el papel del estado, y luego dice que va a crear una ""secretaría de la familia"", es decir, algo que más bien suena como a un estatismo. Por cierto, si el libre mercado será tan chingón bajo su gestión, ¿por qué haría falta una ""secretaría de la familia""?",0,0,
6143,616,PUES OJALÁ Y LO LOGRE POR EL PAN LA CALZOCHITL ASÍ ESTARÁ MÁS SEGURO MORENA FIN MI REYNITA KARLITA BONITO DOMINGO MI AMOR TE QUIERO MUCHOMI REYNIT TUS MIL BESOS VALE,0,0,
6144,7240,Claro el respeto ante todo y la UNIDAD,0,0,
6145,3003,"Cuando se quiere gobernar a partir del odio nadie esta seguro. Todos somos Mexicanos, todos somos hermanos.",0,0,
6146,1568,Bonito y bendecido día mi amado Presidente Andrés Manuel López Obrador y todos los obradoristas 🇲🇽🇲🇽🇲🇽,1,0,
6147,2043,Morena es el pri de los 70s en su estado puro,-1,-1,
6148,982,"Ay noExigen derecho, pero como se comportan ?Reprobable los que hacen estas mujeresCaen a lo vulgar, ofensas y castigos muy pobresEs por ello que en vez de poner el ejemplo solo hacen que duden en aceptar tales como sonY si las aceptan solo es por presión de los medios y su imagen que puede perjudicial",0,0,
6149,3470,No eso no corrupto nosotros derrotamos  a todos los corruptos vende patrias,0,0,
6150,1704,Es mi imaginación o Quadri parece un Groucho marx con serios problemas de adicciones???,0,0,
6151,2381,Nunca van a dejar de ser machucones asy se vean revolcándose en el lodo  arriba Lic A M LOBendito sea  y no por tanto por darnos  esa bendita pension si no por haber detenido esa Sangría  a nuestro Querido MEXICO,1,0,
6152,1846,Aquí lo que quiere el prian es someter a MC para coalición para el 2024,0,1,
6153,6883,EL DESPERTADORRRRRRR.....AJJAJAJAJAJAJAJAJAJAJA,0,0,
6154,3086,Le falto decir : el INAI tambien nos puede informar sobre el grado de alcoholemia del tufo de Borolas,0,-1,
6155,368,Rusia es aliado de Mexico no pelen pri y pan arriba AMLO es muy inteligente,1,0,
6156,3988,"Sabía que estaba loco el Quadri, pero no tanto!",0,1,
6157,26,Queremos personas Intachables honestas y leales a la Patria y a la CUARTA TRANSFORMACION y no Farsantes y tramposos mafiosos y márrullerias como los del PRI PAN PRD PODER Judicial queremos Gente con principios y no delincuentes de cuello blanco ViVA México Viva AMLO VIVA la CUARTA TRANSFORMACION y viva la libre expresión Fuera del PRI PAN PRD PODER Judicial atte Lucmorlan,1,-1,
6158,1241,"Queremos que los panistas nos digan porque tienen una percepción diferente a la de los mexicanos y las encuestas, que expliquen y no solo digan que es porque así es",0,-1,
6159,6759,Jajaja  el Inglés al estilo #PEÑANietoinfraestuchon,0,-1,
6160,4768,"Ese ""of course"" al inicio sonó muy americano porque pronunció la R. En ingles britránico no se pronuncia la R intermedia! Pero fuera de eso, tiene un ingies británico fenomenal !!!",0,0,
6161,7373,X q s quejan si ellos los eligieron,0,0,
6162,4692,Es cierto.  Solo porque los periodistas llevan la entrevista y por solidaridad vi casi todo el video es dificil soportar a estas nefastas personas . Que valga el sacrificio saludos alvaro y alejandro .,0,0,
6163,1646,ALITO ES UN CHINGONASO Y SIEMPRE SERÁ RECORDADO Y PASARA A LA HISTORIA POR SEPULTAR AL PRIAN.,0,-1,
6164,887,Es un honor estar con Obrador presidente de México,1,0,
6165,1335,"Hola, felicitaciones por el video. El audio está muy bajo, en particular el del Lic. Loret. Saludos cordiales para todos ustedes desde Neptuno!",0,1,
6166,724,Nuestro Gran Presidente pasara a la Historia de Mexico como uno de Los Mejores Presidentes sin duda Gracias AMLO,1,0,
6167,1800,"Vende patrias fuera.
🇲🇽Viva por siempre 4t🇲🇽Es un honor estar con Obrador 🇲🇽",1,0,
6168,6355,Y donde queda la libertad de expresión. Mal por la televisora.,0,0,
6169,450,"Se equivoca el conductor primero al censurar a Quadri y después al denostar al barrio de tepito, es inaceptable que se trate de imponer el pensamiento único de la ideología de género, bien por Quadri por exponer sin miedo su pensamiento, mar allá de que sea un político con el que no coincido en muchos temas.",0,1,
6170,4537,"No POS felicidades el aprendiendo inglés triunfando en tiktok según el y nuevo león muriendo de sed cortes de agua a diario de 24 horas solo con 4 horas de agua, con cortes de energía eléctrica , desapariciones de jovencitas y de todas las edad y ellos inventandose historias se suicidos que bien Samuel como no tienes pendientes tu sigue con tus clases super bien señor gobernador",0,-1,
6171,3499,De todos modos los vamos hacer trizas ya lo saben voto masivo para MORENA,1,0,
6172,5690,"Equinoccio fue un caballo de madera que pidió volverse real!!!!  Buenísimo, me encantó!",0,0,
6173,3231,La política en México es un programa de comedia de Televisa. Vaya personajes más cascajos,0,0,
6174,544,"Me encantan los miércoles de Brozo y Carlos Loret de Mola. Ninguna corcholata da el ancho, les queda bien el término “corcholatas” y no candidatos, porque las corcholatas no sirven para nada. ¡Un abrazo amigos!.",0,1,
6175,3075,Es un Gran presidente qué nós dejá grandes ejemplos de honradez y apoyó a todos los dé la tercera edad,1,0,
6176,2485,"Puede que no sea del ITAM o de cualquier otra escuela prestigiosa, pero tienen dignidad y no son vendepatrias como todo neoliberal, que viva nuestro presidente el mejor del mundo",1,0,
6177,520,".....pues a mí, me gusta la "" desgracia"" de Morena para México- El tren Maya- El corredor inter oceánico- El apoyo a adultos mayores- Becas a todo el alumnado- Cero corrupción- Y  etc, etc, etc, etc, etc,PRIMERO LOS POBRES....",1,0,
6178,5478,"El inglés es lo de menos, estimados neoleonénses suerte con su pareja de caricatura que eligieron.",0,0,
6179,7116,Pero llévale unos gadragfones de agua....,0,0,
6180,2578,Necesitamos  que todos los municipios  de  nuevo León para el próximo  gobierno  pongan el aeropuerto  internacional  en San pedro  garza garcía o en santiago,0,0,
6181,4885,"Hola CAMPECHANEANDO,te pido que por favor nos pongas al tanto,día mes y hora,cuando valla a ser lo de la consulta,para que pueda ir y dar mi votó,gracias.",1,0,
6182,4076,Ánimo Presidente !Lo queremos mucho mucho,1,0,
6183,3216,USTED YA ESCRIBIÓ SU HISTORIA SR. PRESIDENTE !!PARA LA OPOSICIÓN MUY BIENYA SUPÉRENLO!!!!!,1,0,
6184,4760,"“Mamá no vengo borracho , vengo inspirado” JAJAJAJJAJAmejor no pudieron describir lo que este cínico de palacio hace cuando no puede reconocer sus crímenes… saludos son los mejores !",0,0,
6185,1261,"Vaya,qué tal el comportamiento del señor  “Don trans” este tipo de personas no deberían tener el privilegio de estar en la corte,fuera y bien el Señor Quadri!",1,0,
6186,5046,Está es la realidad de nuestros políticos peleando con todo por estupideces y no crear leyes y reformas que nos favorezcan cómo país,0,0,
6187,3292,T felicito x ese balor no es nada facil seńalar esos corruptos suerte gran periodista,0,0,
6188,7614,LOPEZ... LA MOMIA DEL PALACIO,-1,0,
6189,3095,Dios te bendiga Presidente y permita que ángeles celestiales acampen al rededor suyo y de su familia,1,0,
6190,7800,estuvo jugoso este pulso,0,1,
6191,2305,Campe...con todo respeto...en agredacimiento al Pais Rusia ️ hojala nos ayudaramos los 2 paises en todo...mi agradecimiento de todo al Presidente Bladir en que nunca nos a olvidado y siempre nos esta mirando...gracias sr.presidente Bladimir....,1,0,
6192,811,"Me encantan Loret y Brozo, magníficos reporteros de la realidad en la que está México",1,0,
6193,7446,¿Qué dijo Qudri? Aquí no lo dicen,0,0,
6194,7671,Jajajajajaja el CHANGO LEON,0,0,
6195,73,"Yo voto por Quadri candidato por el PAN.. Alejandro Moreno por el PRI, Colosio por MC y por él PRD a Monreal y ya la hicimos",0,-1,
6196,2234,"La oposición no se dan cuenta que no es al presidente que afectan solo, sino al pueblo en general , también a ellos mismos. Porque el mal afecta a todos ricos y pobres y el bien también . Que ignorantes son, hipócritas, miserables y envidiosos. Están moral y políticamente derrotados ..",0,0,
6197,7769,Waldo también era mafioso,0,0,
6198,3779,Yo creo que son puros familiares del pri? Los que votaron,0,0,
6199,7927,Y El Lamborghini apa,0,0,
6200,6501,Si queremos votar todos los que estamos en el extranjero.,0,0,
6201,424,"Presidente AMLO/pueblo, es La voluntad, fuerza tan poderosa, quienes la adopten, serán impregnados de ella, dotándolos de energía extrema , para hacer valer desiciones , incluso frente al sabotaje de una oposición y obstáculos de todo tipo; esa voluntad nos da, los medios necesarios y suficientes para legitimar lo más noble , la victoria del humanismo ,",1,0,
6202,87,Hoy dia finales de septiembre del 2021.y veo otra vez mas esta entrevista y continuo impresionado al ver lo super bien que AMLO.Y SU GOVIERNO ESTAN HCIENDO SIEMPRE LO QUE ES MEJOR PARA MEXICO Y PUEBLO..ALZANDO EN ALTO LA BANDERA MEXICANA Y HACIENDO HONORES.CON INTEGRIDAD.HONESTIDAD Y AMOR REAL.AL PUEBLO MEXICANO.HAYAN VOTADO POR EL O NO...EL LOS AMA..YO NO VOTE POR EL SR.AMLO PERO SI DIGO..!!!ES UN VERDADERO PRESIDENTE!!!,1,0,
6203,1230,"Éste fin de semana cuando salgamos a votar por los proyectos de AMLO, hay que escribir en las boletas (a un ladito)que tambièn queremos que enjuicie a los expresidentes.",0,0,
6204,7354,Pues es un señor ! Les guste o no !,0,0,
6205,5657,"Morelos, pago $130 de luz en mi hogar y $450 en un negocio de lavandería, saludos campe.",0,0,
6206,1451,"Según información de periodistas independientes, el Diario Reforma está catalogado como el más corruptos de todo México.",0,0,
6207,7582,Cuando a cumplido su palabra?,0,0,
6208,6779,EL CAUDILLO TROPICAL SOLO SUS CHICHARRONES TRUENAN,0,0,
6209,607,"Brozo y Loret, de quién es Latinus, me gustaría saber, porqué ustedes deben de seguir un guion. Los perdonó no son sus idead, Y denuncien si se está cometiendo delito.",0,-1,
6210,2482,"Está señora es una mezcla entre Samy cantinflas y la Chimoltrufia y como dice una cosa dice otra. que lastima dan todas esas personas que votaron por ella y por el pan, jajajajaj",0,0,
6211,3336,"chumiiiiii contrata gente para que aplaudan (que no esten, aplauden y se van jeje)",0,1,
6212,2080,PRI = Morena.Tendran el mismo destino.,-1,-1,
6213,5534,¿Y cuales son las expresiones?Aqui no pude ver otra cosa más que su opinión sobre lo que dijo.,0,0,
6214,3985,Ya vete a tu casa Alito solo estas haciendo mal,0,-1,
6215,3434,"Que paz descanse el PRI, sistema que alguna vez en un pasado lejano funcionó.",1,0,
6216,7732,Ja ja ja ja ..no manches..,0,0,
6217,782,AMLO Viva Mexico contigo eres el mejor Presidente del mundo Dios te izo especial no te ballas,1,0,
6218,4307,Mi próximo PresidenteAwebo !,0,0,
6219,3541,"Semovientes del Establo de México, prepárense para ser ORDEÑADOS......",0,0,
